filename,class_label,group_id,ai_probability,manipulationProbability,meanDifference,maxDifference,standardDeviation,edgeDensity,noiseMean,noiseStd,blurScore,sharpnessScore,blockSharpnessAverage,blockSharpnessStd
partially_ai_edited\AutoSplice\Forged_JPEG100\59447_0.jpg,Partially AI-Edited,,0.9905,0.2315,0.99,27,1.44,4.36,2.7,4.95,329.73,44.13,337.99,314.7
partially_ai_edited\AutoSplice\Forged_JPEG100\59462_0.jpg,Partially AI-Edited,,0.8964,0.2792,0.82,35,1.0,2.05,1.34,3.67,120.59,29.18,173.02,298.74
partially_ai_edited\AutoSplice\Forged_JPEG100\59516_0.jpg,Partially AI-Edited,,0.9998,0.3518,1.5,29,1.91,5.23,2.88,5.86,476.74,48.41,497.38,574.07
partially_ai_edited\AutoSplice\Forged_JPEG100\59583_1.jpg,Partially AI-Edited,,0.9986,0.2444,1.99,36,2.38,11.67,5.04,6.38,629.58,82.49,660.96,394.58
partially_ai_edited\AutoSplice\Forged_JPEG100\59598_2.jpg,Partially AI-Edited,,0.9998,0.3472,0.88,19,1.21,2.62,1.27,2.45,70.14,31.92,68.79,72.07
partially_ai_edited\AutoSplice\Forged_JPEG100\59712_1.jpg,Partially AI-Edited,,0.0015,0.3888,0.81,26,1.32,4.09,2.11,4.94,282.52,38.78,258.95,273.34
partially_ai_edited\AutoSplice\Forged_JPEG100\59712_2.jpg,Partially AI-Edited,,0.0013,0.4237,0.87,28,1.41,3.94,2.12,4.86,277.65,37.85,249.28,278.1
partially_ai_edited\AutoSplice\Forged_JPEG100\59805_2.jpg,Partially AI-Edited,,0.9708,0.3729,0.99,34,1.5,6.42,2.99,5.88,433.68,47.06,404.38,444.64
partially_ai_edited\AutoSplice\Forged_JPEG100\59834_0.jpg,Partially AI-Edited,,0.9962,0.2957,1.57,45,2.01,12.25,5.36,8.15,929.22,81.78,966.83,837.27
partially_ai_edited\AutoSplice\Forged_JPEG100\59904_2.jpg,Partially AI-Edited,,0.9949,0.3196,0.98,36,1.37,1.82,1.14,2.21,62.54,22.02,68.27,68.38
partially_ai_edited\AutoSplice\Forged_JPEG100\59993_2.jpg,Partially AI-Edited,,1.0,0.4101,1.16,27,2.09,3.77,1.81,4.98,339.38,30.04,336.33,335.93
partially_ai_edited\AutoSplice\Forged_JPEG100\60043_0.jpg,Partially AI-Edited,,0.9999,0.4648,1.18,21,1.53,8.06,3.8,6.18,366.66,74.22,480.92,463.0
partially_ai_edited\AutoSplice\Forged_JPEG100\60340_1.jpg,Partially AI-Edited,,0.9241,0.3847,1.65,28,2.04,3.87,2.26,5.55,336.38,42.59,433.84,513.2
partially_ai_edited\AutoSplice\Forged_JPEG100\60356_0.jpg,Partially AI-Edited,,0.0252,0.2983,1.52,19,1.59,16.1,7.46,8.84,2336.4,77.37,2416.64,2595.84
partially_ai_edited\AutoSplice\Forged_JPEG100\60557_2.jpg,Partially AI-Edited,,0.0015,0.3189,0.6,22,0.94,6.54,4.0,7.39,691.63,52.66,619.34,738.28
partially_ai_edited\AutoSplice\Forged_JPEG100\60582_1.jpg,Partially AI-Edited,,0.9988,0.1459,0.99,24,1.63,3.52,1.97,5.52,378.86,39.0,333.32,447.48
partially_ai_edited\AutoSplice\Forged_JPEG100\60661_2.jpg,Partially AI-Edited,,0.0001,0.1793,0.92,33,1.31,11.73,5.24,7.07,809.18,69.99,764.08,656.55
partially_ai_edited\AutoSplice\Forged_JPEG100\60708_1.jpg,Partially AI-Edited,,0.9959,0.1582,0.63,27,1.33,1.85,1.08,3.14,104.43,22.29,91.45,150.13
partially_ai_edited\AutoSplice\Forged_JPEG100\60708_2.jpg,Partially AI-Edited,,0.9373,0.2913,0.79,37,1.73,3.26,1.55,4.07,210.35,28.29,184.45,290.3
partially_ai_edited\AutoSplice\Forged_JPEG100\60835_1.jpg,Partially AI-Edited,,0.4095,0.3326,1.4,34,2.24,5.92,2.78,5.78,444.4,49.32,465.67,515.36
partially_ai_edited\AutoSplice\Forged_JPEG100\60901_0.jpg,Partially AI-Edited,,0.9999,0.3506,1.49,29,1.71,6.08,2.84,4.08,235.16,46.71,255.92,194.91
partially_ai_edited\AutoSplice\Forged_JPEG100\61217_0.jpg,Partially AI-Edited,,0.9655,0.3814,2.39,51,3.27,6.9,5.32,11.76,2175.52,70.27,2230.14,1442.18
partially_ai_edited\AutoSplice\Forged_JPEG100\61586_2.jpg,Partially AI-Edited,,0.0502,0.4353,1.23,25,1.77,3.55,1.78,3.66,204.47,31.67,209.74,176.68
partially_ai_edited\AutoSplice\Forged_JPEG100\62163_1.jpg,Partially AI-Edited,,0.999,0.4323,1.27,26,2.09,3.4,2.66,7.03,513.44,41.21,500.17,539.41
partially_ai_edited\AutoSplice\Forged_JPEG100\62617_2.jpg,Partially AI-Edited,,0.6831,0.3554,1.69,49,2.91,7.19,3.05,6.79,650.37,50.91,666.42,669.98
partially_ai_edited\AutoSplice\Forged_JPEG100\62643_0.jpg,Partially AI-Edited,,0.9967,0.4617,1.58,27,2.14,12.25,4.68,7.68,929.8,75.71,956.9,916.03
partially_ai_edited\AutoSplice\Forged_JPEG100\62977_1.jpg,Partially AI-Edited,,0.9999,0.3358,0.94,45,2.1,3.1,1.46,4.74,282.72,20.9,289.8,455.16
partially_ai_edited\AutoSplice\Forged_JPEG100\63067_2.jpg,Partially AI-Edited,,1.0,0.4656,1.15,31,2.04,4.39,2.09,4.92,332.52,37.22,298.0,347.48
partially_ai_edited\AutoSplice\Forged_JPEG100\63103_2.jpg,Partially AI-Edited,,0.0002,0.1907,1.2,28,1.69,11.17,5.45,7.83,960.98,78.94,1000.65,743.95
partially_ai_edited\AutoSplice\Forged_JPEG100\63282_1.jpg,Partially AI-Edited,,0.0135,0.2461,0.64,18,0.93,4.7,2.71,4.86,298.98,37.85,278.68,308.24
partially_ai_edited\AutoSplice\Forged_JPEG100\63986_0.jpg,Partially AI-Edited,,0.0001,0.2965,1.08,27,1.71,4.76,1.95,3.93,173.14,31.89,174.32,173.72
partially_ai_edited\AutoSplice\Forged_JPEG100\63986_2.jpg,Partially AI-Edited,,0.0001,0.2486,1.33,31,2.11,5.23,2.45,4.8,247.72,40.35,242.84,233.03
partially_ai_edited\AutoSplice\Forged_JPEG100\64223_2.jpg,Partially AI-Edited,,0.1355,0.182,1.52,28,1.64,23.84,8.39,8.12,1708.15,103.69,1641.19,780.27
partially_ai_edited\AutoSplice\Forged_JPEG100\64247_0.jpg,Partially AI-Edited,,0.9996,0.4745,1.67,30,2.58,6.76,3.33,7.0,760.55,47.27,789.77,920.45
partially_ai_edited\AutoSplice\Forged_JPEG100\65187_2.jpg,Partially AI-Edited,,1.0,0.3376,1.13,23,1.5,2.42,1.49,3.69,192.89,26.72,204.19,216.26
partially_ai_edited\AutoSplice\Forged_JPEG100\65350_2.jpg,Partially AI-Edited,,0.002,0.0603,0.31,15,0.84,2.75,1.57,4.61,235.81,22.12,233.13,390.32
partially_ai_edited\AutoSplice\Forged_JPEG100\65440_1.jpg,Partially AI-Edited,,1.0,0.2704,1.02,29,1.65,3.7,2.35,6.65,530.87,34.02,535.23,528.16
partially_ai_edited\AutoSplice\Forged_JPEG100\65722_2.jpg,Partially AI-Edited,,0.8005,0.204,2.55,33,2.49,5.23,4.37,6.42,732.51,51.26,766.38,294.52
partially_ai_edited\AutoSplice\Forged_JPEG100\65929_2.jpg,Partially AI-Edited,,0.0,0.1877,1.14,33,1.38,15.16,7.73,9.8,1727.89,92.64,1687.03,1156.01
partially_ai_edited\AutoSplice\Forged_JPEG100\66282_0.jpg,Partially AI-Edited,,0.9993,0.2202,1.14,27,1.67,4.55,2.49,4.42,216.64,51.92,226.58,169.48
partially_ai_edited\AutoSplice\Forged_JPEG100\66427_0.jpg,Partially AI-Edited,,0.0004,0.2075,1.67,25,1.83,15.58,6.89,8.76,1346.15,98.97,1379.73,889.41
partially_ai_edited\AutoSplice\Forged_JPEG100\66895_1.jpg,Partially AI-Edited,,0.3017,0.3354,1.3,31,1.69,7.98,3.61,6.25,478.87,69.09,512.08,344.66
partially_ai_edited\AutoSplice\Forged_JPEG100\67167_0.jpg,Partially AI-Edited,,0.0014,0.3073,1.06,27,1.26,13.18,6.34,8.03,1051.92,89.4,1104.16,565.47
partially_ai_edited\AutoSplice\Forged_JPEG100\67178_0.jpg,Partially AI-Edited,,0.9532,0.2985,1.27,22,1.57,5.59,2.63,4.31,285.71,46.92,299.71,327.95
partially_ai_edited\AutoSplice\Forged_JPEG100\67178_2.jpg,Partially AI-Edited,,0.9957,0.2843,1.36,26,1.64,5.85,2.93,4.45,320.79,50.65,303.54,364.38
partially_ai_edited\AutoSplice\Forged_JPEG100\67183_2.jpg,Partially AI-Edited,,0.0009,0.0939,0.78,17,1.14,4.27,2.74,6.72,500.05,52.24,522.64,1389.13
partially_ai_edited\AutoSplice\Forged_JPEG100\67202_0.jpg,Partially AI-Edited,,0.9833,0.4131,0.89,34,1.38,4.43,1.84,3.97,172.07,34.54,179.04,233.92
partially_ai_edited\AutoSplice\Forged_JPEG100\67306_2.jpg,Partially AI-Edited,,0.0091,0.2545,1.57,28,2.09,8.68,4.15,7.27,761.04,67.42,773.43,931.91
partially_ai_edited\AutoSplice\Forged_JPEG100\67381_0.jpg,Partially AI-Edited,,0.0082,0.3197,1.24,21,1.4,21.1,9.6,10.98,2705.65,115.51,2786.6,1802.81
partially_ai_edited\AutoSplice\Forged_JPEG100\67381_1.jpg,Partially AI-Edited,,0.0041,0.2349,1.28,21,1.48,21.2,9.67,11.01,2733.73,115.89,2794.05,1800.88
partially_ai_edited\AutoSplice\Forged_JPEG100\67495_1.jpg,Partially AI-Edited,,0.975,0.2649,1.35,26,1.53,9.37,4.65,6.92,589.51,74.09,626.88,371.41
partially_ai_edited\AutoSplice\Forged_JPEG100\67554_0.jpg,Partially AI-Edited,,0.9841,0.0856,1.01,31,1.63,4.1,2.21,6.03,467.17,33.02,400.12,542.61
partially_ai_edited\AutoSplice\Forged_JPEG100\67630_1.jpg,Partially AI-Edited,,0.0,0.3589,1.13,44,2.07,6.83,3.18,6.48,589.64,47.0,607.53,583.9
partially_ai_edited\AutoSplice\Forged_JPEG100\67736_2.jpg,Partially AI-Edited,,0.9255,0.3184,1.06,22,1.56,3.12,1.81,4.53,287.13,29.41,315.26,344.02
partially_ai_edited\AutoSplice\Forged_JPEG100\67983_2.jpg,Partially AI-Edited,,0.0026,0.252,1.17,34,1.66,12.67,5.05,7.09,952.2,65.19,907.79,1132.88
partially_ai_edited\AutoSplice\Forged_JPEG100\68033_0.jpg,Partially AI-Edited,,0.0777,0.3268,1.58,32,1.96,10.12,5.36,7.88,805.63,85.11,824.09,376.29
partially_ai_edited\AutoSplice\Forged_JPEG100\68583_2.jpg,Partially AI-Edited,,0.0,0.5211,1.23,22,1.45,16.68,9.4,13.6,3719.07,100.91,3498.42,3281.67
partially_ai_edited\AutoSplice\Forged_JPEG100\68761_1.jpg,Partially AI-Edited,,0.9931,0.1308,0.98,51,1.28,1.13,0.83,1.6,40.94,19.64,43.52,90.14
partially_ai_edited\AutoSplice\Forged_JPEG100\68948_1.jpg,Partially AI-Edited,,0.0018,0.3934,1.29,29,1.49,13.13,7.76,10.8,1867.55,103.01,1800.54,1431.49
partially_ai_edited\AutoSplice\Forged_JPEG100\69036_2.jpg,Partially AI-Edited,,1.0,0.2373,1.61,39,2.0,9.35,4.37,6.42,522.59,66.36,562.86,533.49
partially_ai_edited\AutoSplice\Forged_JPEG100\69039_0.jpg,Partially AI-Edited,,0.9996,0.2767,1.44,29,1.74,6.8,4.02,6.71,529.74,61.47,709.39,554.41
partially_ai_edited\AutoSplice\Forged_JPEG100\69097_1.jpg,Partially AI-Edited,,0.783,0.2856,0.98,26,1.38,3.34,1.54,3.4,142.9,38.83,145.35,245.28
partially_ai_edited\AutoSplice\Forged_JPEG100\69230_0.jpg,Partially AI-Edited,,0.0362,0.2423,1.13,39,1.58,10.01,4.18,6.31,594.55,61.46,605.0,279.18
partially_ai_edited\AutoSplice\Forged_JPEG100\69281_0.jpg,Partially AI-Edited,,0.3208,0.408,1.73,32,2.03,15.56,9.09,13.01,2934.6,115.2,2993.76,3072.28
partially_ai_edited\AutoSplice\Forged_JPEG100\69722_0.jpg,Partially AI-Edited,,0.0668,0.2427,1.09,39,2.06,4.68,2.21,5.0,278.07,44.26,299.56,559.26
partially_ai_edited\AutoSplice\Forged_JPEG100\70209_0.jpg,Partially AI-Edited,,0.8874,0.178,1.75,40,1.98,10.38,3.29,4.51,251.09,77.87,270.64,201.58
partially_ai_edited\AutoSplice\Forged_JPEG100\70379_2.jpg,Partially AI-Edited,,0.9994,0.4294,1.51,48,2.08,2.93,1.83,4.08,247.17,33.61,237.38,277.82
partially_ai_edited\AutoSplice\Forged_JPEG100\70809_2.jpg,Partially AI-Edited,,0.6831,0.3178,1.45,27,1.72,4.63,2.19,3.56,228.87,40.19,244.18,203.1
partially_ai_edited\AutoSplice\Forged_JPEG100\70890_0.jpg,Partially AI-Edited,,1.0,0.3168,2.66,34,2.62,14.41,6.08,7.47,884.47,91.06,913.16,954.74
partially_ai_edited\AutoSplice\Forged_JPEG100\71019_1.jpg,Partially AI-Edited,,0.0,0.1855,1.2,18,1.25,16.04,8.8,11.49,2515.31,104.83,2594.45,1948.14
partially_ai_edited\AutoSplice\Forged_JPEG100\71090_2.jpg,Partially AI-Edited,,0.9859,0.3003,1.37,40,1.75,8.91,4.07,6.29,495.6,62.58,549.9,594.96
partially_ai_edited\AutoSplice\Forged_JPEG100\71138_2.jpg,Partially AI-Edited,,0.9969,0.1457,1.04,37,1.38,6.84,2.68,3.62,167.85,61.12,213.6,199.68
partially_ai_edited\AutoSplice\Forged_JPEG100\71174_0.jpg,Partially AI-Edited,,0.9999,0.3209,1.56,35,1.78,7.5,2.53,3.62,171.25,42.64,184.79,130.24
partially_ai_edited\AutoSplice\Forged_JPEG100\71243_0.jpg,Partially AI-Edited,,0.9967,0.5018,1.25,26,1.89,5.56,2.59,5.06,285.47,50.53,307.86,257.8
partially_ai_edited\AutoSplice\Forged_JPEG100\71263_2.jpg,Partially AI-Edited,,0.9969,0.1557,0.76,14,0.94,1.44,1.75,2.42,71.49,31.16,78.77,73.76
partially_ai_edited\AutoSplice\Forged_JPEG100\71372_1.jpg,Partially AI-Edited,,1.0,0.2197,1.68,23,2.04,8.01,3.45,6.1,598.64,50.76,614.96,605.67
partially_ai_edited\AutoSplice\Forged_JPEG100\71548_1.jpg,Partially AI-Edited,,0.0009,0.286,1.32,29,1.42,10.61,4.7,6.11,501.87,75.49,505.62,304.49
partially_ai_edited\AutoSplice\Forged_JPEG100\71599_2.jpg,Partially AI-Edited,,0.0235,0.2168,1.55,32,1.87,12.43,6.36,9.0,1240.25,88.49,1356.16,929.87
partially_ai_edited\AutoSplice\Forged_JPEG100\71672_1.jpg,Partially AI-Edited,,0.0016,0.2308,1.21,20,1.47,8.93,4.65,8.45,1014.2,63.98,1043.52,1039.74
partially_ai_edited\AutoSplice\Forged_JPEG100\71752_2.jpg,Partially AI-Edited,,0.0016,0.3055,0.81,28,1.32,4.42,2.58,5.05,319.83,47.49,313.38,322.03
partially_ai_edited\AutoSplice\Forged_JPEG100\72063_1.jpg,Partially AI-Edited,,1.0,0.0495,0.64,28,1.52,2.09,1.05,2.56,74.13,19.97,74.7,133.28
partially_ai_edited\AutoSplice\Forged_JPEG100\72064_0.jpg,Partially AI-Edited,,0.0002,0.2671,1.47,29,1.74,16.22,8.8,10.8,2505.32,100.09,2543.06,1740.1
partially_ai_edited\AutoSplice\Forged_JPEG100\72082_0.jpg,Partially AI-Edited,,1.0,0.2906,0.99,25,1.61,3.43,1.75,4.79,288.49,29.87,292.76,307.3
partially_ai_edited\AutoSplice\Forged_JPEG100\72091_0.jpg,Partially AI-Edited,,0.0,0.6162,1.2,40,1.94,6.0,4.56,9.44,1417.25,58.41,1450.6,1850.38
partially_ai_edited\AutoSplice\Forged_JPEG100\72228_0.jpg,Partially AI-Edited,,0.0173,0.3587,1.17,21,1.4,4.27,2.4,4.76,288.38,39.04,251.92,320.59
partially_ai_edited\AutoSplice\Forged_JPEG100\72315_1.jpg,Partially AI-Edited,,0.9358,0.2336,1.77,31,1.95,13.58,6.4,8.55,1096.11,94.89,1150.84,573.1
partially_ai_edited\AutoSplice\Forged_JPEG100\72643_1.jpg,Partially AI-Edited,,0.0313,0.3128,1.25,35,1.62,8.97,3.56,4.55,257.38,66.93,274.11,125.9
partially_ai_edited\AutoSplice\Forged_JPEG100\72720_0.jpg,Partially AI-Edited,,0.0013,0.2309,1.39,25,1.5,19.74,8.98,10.92,2230.76,124.0,2283.56,1402.33
partially_ai_edited\AutoSplice\Forged_JPEG100\72958_0.jpg,Partially AI-Edited,,0.0122,0.0333,0.23,19,0.78,1.57,1.14,5.1,285.86,16.67,278.13,463.18
partially_ai_edited\AutoSplice\Forged_JPEG100\73008_1.jpg,Partially AI-Edited,,0.9109,0.3947,1.23,26,1.63,8.54,4.76,8.16,878.23,68.83,851.8,636.25
partially_ai_edited\AutoSplice\Forged_JPEG100\73101_1.jpg,Partially AI-Edited,,0.8551,0.1854,1.03,22,1.51,1.8,1.32,2.88,134.26,27.31,144.33,203.58
partially_ai_edited\AutoSplice\Forged_JPEG100\73176_2.jpg,Partially AI-Edited,,0.9991,0.2152,1.25,25,1.57,7.78,2.58,4.16,193.62,67.83,195.48,195.3
partially_ai_edited\AutoSplice\Forged_JPEG100\73185_2.jpg,Partially AI-Edited,,0.8484,0.6013,1.77,31,2.28,8.23,4.29,8.36,997.94,66.87,845.31,1016.31
partially_ai_edited\AutoSplice\Forged_JPEG100\73404_2.jpg,Partially AI-Edited,,0.0083,0.1971,1.99,26,1.89,32.73,15.1,14.84,4953.58,164.5,5035.4,3483.58
partially_ai_edited\AutoSplice\Forged_JPEG100\73416_2.jpg,Partially AI-Edited,,0.9404,0.2219,0.83,25,1.31,2.34,1.21,2.64,109.13,28.67,113.62,160.45
partially_ai_edited\AutoSplice\Forged_JPEG100\73424_0.jpg,Partially AI-Edited,,0.0337,0.5274,0.77,44,1.26,7.46,4.25,8.99,1048.65,54.18,983.37,1300.13
partially_ai_edited\AutoSplice\Forged_JPEG75\39457_1.jpg,Partially AI-Edited,,0.0004,0.1424,0.53,35,0.76,2.66,2.21,3.1,131.32,37.44,190.74,219.03
partially_ai_edited\AutoSplice\Forged_JPEG75\39579_2.jpg,Partially AI-Edited,,0.0004,0.0904,1.19,15,1.25,15.1,7.66,9.47,1813.0,95.03,1844.78,1039.02
partially_ai_edited\AutoSplice\Forged_JPEG75\39637_2.jpg,Partially AI-Edited,,0.4443,0.1571,0.52,9,0.78,7.07,3.05,5.19,338.1,59.09,355.32,428.15
partially_ai_edited\AutoSplice\Forged_JPEG75\39678_0.jpg,Partially AI-Edited,,0.016,0.3829,0.61,23,1.15,3.71,1.46,3.24,124.6,31.01,122.79,164.74
partially_ai_edited\AutoSplice\Forged_JPEG75\39770_1.jpg,Partially AI-Edited,,0.6652,0.3622,0.46,11,0.83,3.07,1.56,3.83,178.51,33.75,183.87,219.26
partially_ai_edited\AutoSplice\Forged_JPEG75\39816_1.jpg,Partially AI-Edited,,0.0001,0.226,0.71,10,0.9,8.01,3.84,6.16,517.72,63.53,530.93,442.29
partially_ai_edited\AutoSplice\Forged_JPEG75\39816_2.jpg,Partially AI-Edited,,0.002,0.2109,0.69,15,0.9,7.9,3.82,6.01,502.65,63.9,516.36,424.7
partially_ai_edited\AutoSplice\Forged_JPEG75\39836_0.jpg,Partially AI-Edited,,0.8242,0.2217,0.46,12,0.74,5.83,2.06,3.49,157.94,47.89,161.41,208.23
partially_ai_edited\AutoSplice\Forged_JPEG75\39890_0.jpg,Partially AI-Edited,,0.4084,0.3565,1.59,43,3.14,8.38,4.45,7.91,746.87,71.58,709.19,731.48
partially_ai_edited\AutoSplice\Forged_JPEG75\40034_0.jpg,Partially AI-Edited,,0.0115,0.1972,0.82,16,1.12,9.89,4.41,6.94,635.97,72.34,648.19,550.93
partially_ai_edited\AutoSplice\Forged_JPEG75\40037_0.jpg,Partially AI-Edited,,0.1044,0.3027,0.53,8,0.78,2.65,1.96,3.05,116.69,37.31,120.27,83.16
partially_ai_edited\AutoSplice\Forged_JPEG75\40056_1.jpg,Partially AI-Edited,,0.0272,0.1947,0.59,23,1.12,2.87,1.36,3.24,101.96,30.69,109.58,252.33
partially_ai_edited\AutoSplice\Forged_JPEG75\40182_1.jpg,Partially AI-Edited,,0.0035,0.3531,0.45,16,0.9,4.91,3.5,9.34,982.0,42.86,982.22,920.25
partially_ai_edited\AutoSplice\Forged_JPEG75\40197_1.jpg,Partially AI-Edited,,0.0,0.1459,1.0,12,1.12,15.95,7.8,9.61,1891.3,91.27,1920.93,899.58
partially_ai_edited\AutoSplice\Forged_JPEG75\40366_1.jpg,Partially AI-Edited,,0.0013,0.2076,0.66,14,0.95,6.17,2.93,4.81,294.61,49.59,310.42,298.05
partially_ai_edited\AutoSplice\Forged_JPEG75\40444_1.jpg,Partially AI-Edited,,0.889,0.3186,0.71,14,1.01,5.93,2.52,4.15,185.66,52.96,196.65,183.48
partially_ai_edited\AutoSplice\Forged_JPEG75\40492_1.jpg,Partially AI-Edited,,0.0001,0.108,0.71,8,0.84,11.63,3.8,4.11,231.35,73.5,241.97,136.55
partially_ai_edited\AutoSplice\Forged_JPEG75\40496_2.jpg,Partially AI-Edited,,0.2419,0.2422,0.59,10,0.93,6.56,3.1,5.63,392.0,50.38,465.25,653.53
partially_ai_edited\AutoSplice\Forged_JPEG75\40574_2.jpg,Partially AI-Edited,,0.0061,0.2598,0.26,18,0.57,3.22,1.31,2.92,67.98,32.57,75.88,128.58
partially_ai_edited\AutoSplice\Forged_JPEG75\40591_1.jpg,Partially AI-Edited,,0.0244,0.3488,0.81,15,1.11,8.82,5.9,9.28,1146.09,93.77,1229.07,784.06
partially_ai_edited\AutoSplice\Forged_JPEG75\40630_2.jpg,Partially AI-Edited,,0.0005,0.0807,0.43,12,0.78,2.57,1.44,3.72,165.2,21.69,150.82,254.13
partially_ai_edited\AutoSplice\Forged_JPEG75\40736_0.jpg,Partially AI-Edited,,0.01,0.1803,0.42,9,0.72,3.89,1.51,2.94,114.62,34.87,121.72,139.59
partially_ai_edited\AutoSplice\Forged_JPEG75\40745_1.jpg,Partially AI-Edited,,0.8592,0.314,0.74,44,1.67,5.06,2.94,7.5,619.14,42.62,646.41,526.12
partially_ai_edited\AutoSplice\Forged_JPEG75\40922_2.jpg,Partially AI-Edited,,0.0,0.1247,1.25,14,1.33,17.62,9.58,11.52,2784.92,106.62,2828.0,1511.11
partially_ai_edited\AutoSplice\Forged_JPEG75\41042_2.jpg,Partially AI-Edited,,0.7454,0.0766,1.54,25,1.56,12.19,4.32,4.12,326.59,75.13,340.96,94.31
partially_ai_edited\AutoSplice\Forged_JPEG75\41070_2.jpg,Partially AI-Edited,,0.0158,0.331,0.79,19,1.26,5.64,2.67,5.74,348.11,52.47,350.94,411.02
partially_ai_edited\AutoSplice\Forged_JPEG75\41234_1.jpg,Partially AI-Edited,,0.0125,0.2907,1.0,19,1.31,12.88,5.98,8.42,1144.77,77.56,1160.51,929.59
partially_ai_edited\AutoSplice\Forged_JPEG75\41284_2.jpg,Partially AI-Edited,,0.0011,0.3656,1.07,28,1.64,2.9,1.25,2.66,73.65,32.03,80.99,82.15
partially_ai_edited\AutoSplice\Forged_JPEG75\41295_0.jpg,Partially AI-Edited,,0.0048,0.4355,0.53,12,0.86,7.35,4.34,8.53,853.54,61.71,851.01,943.11
partially_ai_edited\AutoSplice\Forged_JPEG75\41328_1.jpg,Partially AI-Edited,,0.0001,0.219,1.11,17,1.46,16.0,7.05,10.93,2294.79,95.68,2086.12,2681.85
partially_ai_edited\AutoSplice\Forged_JPEG75\41328_2.jpg,Partially AI-Edited,,0.0002,0.237,1.12,24,1.5,15.92,7.09,10.94,2301.71,96.48,2093.95,2677.47
partially_ai_edited\AutoSplice\Forged_JPEG75\41339_2.jpg,Partially AI-Edited,,0.2877,0.0,0.4,40,1.44,1.44,0.7,3.79,192.14,13.89,179.66,443.21
partially_ai_edited\AutoSplice\Forged_JPEG75\41381_2.jpg,Partially AI-Edited,,0.0154,0.3,0.56,13,0.85,6.83,3.33,6.12,405.09,64.72,427.06,297.4
partially_ai_edited\AutoSplice\Forged_JPEG75\41487_0.jpg,Partially AI-Edited,,0.9134,0.2185,0.65,25,1.14,5.2,2.34,5.36,389.18,42.78,368.25,563.84
partially_ai_edited\AutoSplice\Forged_JPEG75\41519_2.jpg,Partially AI-Edited,,0.1559,0.5088,0.66,28,1.3,6.62,3.21,7.04,563.97,57.99,568.89,778.11
partially_ai_edited\AutoSplice\Forged_JPEG75\41540_2.jpg,Partially AI-Edited,,0.6927,0.1213,0.32,11,0.75,2.14,1.36,4.5,189.76,30.93,228.66,383.34
partially_ai_edited\AutoSplice\Forged_JPEG75\41636_2.jpg,Partially AI-Edited,,0.5736,0.426,0.47,11,0.8,4.29,2.62,5.47,438.85,34.07,408.54,623.71
partially_ai_edited\AutoSplice\Forged_JPEG75\41641_2.jpg,Partially AI-Edited,,0.6784,0.1448,0.54,12,0.77,4.85,2.42,3.45,170.44,42.73,158.4,142.44
partially_ai_edited\AutoSplice\Forged_JPEG75\41665_0.jpg,Partially AI-Edited,,0.0114,0.1518,0.34,8,0.67,1.47,0.8,1.55,26.38,18.55,29.66,22.16
partially_ai_edited\AutoSplice\Forged_JPEG75\41734_0.jpg,Partially AI-Edited,,0.2097,0.2086,1.54,23,1.48,20.97,16.63,18.45,5888.7,188.17,5983.92,2992.3
partially_ai_edited\AutoSplice\Forged_JPEG75\41734_2.jpg,Partially AI-Edited,,0.1114,0.1913,1.54,23,1.49,21.24,16.67,18.43,5895.78,188.45,5991.11,2981.55
partially_ai_edited\AutoSplice\Forged_JPEG75\41750_2.jpg,Partially AI-Edited,,0.0,0.2539,0.99,15,1.17,13.03,7.54,10.25,1766.92,92.12,2000.29,1272.52
partially_ai_edited\AutoSplice\Forged_JPEG75\41765_2.jpg,Partially AI-Edited,,0.0527,0.1006,0.4,15,0.75,2.59,1.36,3.45,136.64,35.54,126.86,241.02
partially_ai_edited\AutoSplice\Forged_JPEG75\41788_0.jpg,Partially AI-Edited,,0.0407,0.3672,0.38,10,0.7,2.9,1.55,3.31,137.38,25.88,135.76,133.68
partially_ai_edited\AutoSplice\Forged_JPEG75\41788_1.jpg,Partially AI-Edited,,0.7458,0.2886,0.46,14,0.76,3.42,1.67,2.95,102.98,30.66,107.47,84.59
partially_ai_edited\AutoSplice\Forged_JPEG75\41832_1.jpg,Partially AI-Edited,,0.006,0.1511,0.71,21,1.1,5.43,1.99,4.36,209.36,44.57,221.99,246.05
partially_ai_edited\AutoSplice\Forged_JPEG75\41893_2.jpg,Partially AI-Edited,,0.1829,0.3331,0.48,16,0.85,4.33,2.35,5.1,352.28,35.52,359.66,456.84
partially_ai_edited\AutoSplice\Forged_JPEG75\41963_1.jpg,Partially AI-Edited,,0.0037,0.4584,0.67,14,1.14,8.05,4.23,8.98,1298.87,53.13,1169.34,2320.64
partially_ai_edited\AutoSplice\Forged_JPEG75\42005_2.jpg,Partially AI-Edited,,0.473,0.2074,0.4,8,0.75,1.53,0.88,2.5,58.02,27.12,62.12,92.03
partially_ai_edited\AutoSplice\Forged_JPEG75\42038_2.jpg,Partially AI-Edited,,0.0,0.2622,0.71,12,1.04,8.45,4.37,8.01,1170.73,58.19,1186.35,1227.2
partially_ai_edited\AutoSplice\Forged_JPEG75\42057_2.jpg,Partially AI-Edited,,0.0445,0.2862,0.98,23,1.26,13.27,7.11,10.27,1896.56,89.82,1895.74,1846.17
